id,nombre,precio,cantidad,en_stock,fecha_ingreso
11811,Laptop Modelo 491,83.9,10,si,2025-02-19
11812,Webcam Modelo 501,1107.63,36,si,2025-07-03
11813,Joystick Modelo 184,1410.38,19,si,2025-04-23
11814,Hub USB Modelo 894,1535.06,31,si,2025-01-30
11815,Teclado Modelo 681,388.99,39,si,2025-07-19
11816,Consola de Juegos Modelo 481,923.61,13,si,2025-04-21
11817,Auriculares Modelo 831,1421.95,34,si,2025-04-11
11818,Hub USB Modelo 312,765.35,40,si,2025-02-13
11819,Smartphone Modelo 442,442.51,11,si,2025-02-19
11820,Procesador Modelo 771,1803.09,14,si,2025-06-02
11821,Disco Duro Modelo 158,608.27,5,si,2025-05-27
11822,Adaptador Bluetooth Modelo 695,1358.89,6,si,2025-02-14
11823,Smartphone Modelo 153,671.65,45,si,2025-05-01
11824,Tarjeta de Video Modelo 216,1528.86,13,si,2025-04-23
11825,Escaner Modelo 934,1552.06,41,si,2025-02-14
11826,Smartphone Modelo 977,369.67,27,si,2025-06-04
11827,Laptop Modelo 320,1966.95,5,si,2025-05-22
11828,Procesador Modelo 405,1001.84,24,si,2025-01-30
11829,Consola de Juegos Modelo 274,397.27,39,si,2025-04-23
11830,Impresora Modelo 374,1545.28,18,si,2025-01-28
11831,Memoria RAM Modelo 776,1606.28,11,si,2025-05-17
11832,Teclado Modelo 309,1069.1,15,si,2025-05-14
11833,Smartwatch Modelo 702,539.76,40,si,2025-07-10
11834,Memoria RAM Modelo 849,794.47,41,si,2025-05-30
11835,Hub USB Modelo 155,422.83,12,si,2025-05-24
11836,Proyector Modelo 684,1857.59,5,si,2025-05-18
11837,Consola de Juegos Modelo 899,1698.56,21,si,2025-07-21
11838,Auriculares Modelo 592,1582.16,20,si,2025-06-11
11839,Smartwatch Modelo 459,311.05,50,si,2025-04-18
11840,Memoria RAM Modelo 885,445.24,1,si,2025-06-02
11841,Teclado Modelo 377,1245.17,15,si,2025-03-13
11842,Router Modelo 149,987.92,30,si,2025-07-06
11843,Adaptador Bluetooth Modelo 391,1461.34,22,si,2025-03-07
11844,Microfono Modelo 182,1581.47,13,si,2025-07-17
11845,Adaptador Bluetooth Modelo 185,427.73,11,si,2025-04-23
11846,Smartwatch Modelo 403,211.08,31,si,2025-01-28
11847,SSD Externo Modelo 707,782.65,21,si,2025-05-11
11848,Tarjeta Madre Modelo 792,1622.99,35,si,2025-04-01
11849,Parlantes Modelo 305,486.88,29,si,2025-06-11
11850,Monitor Modelo 106,169.8,50,si,2025-05-04
11851,Microfono Modelo 106,1944.61,42,si,2025-03-28
11852,Smartwatch Modelo 435,240.46,30,si,2025-07-18
11853,Proyector Modelo 582,964.44,4,si,2025-03-02
11854,Monitor Modelo 390,987.83,49,si,2025-06-05
11855,Cable HDMI Modelo 566,1027.79,12,si,2025-02-15
11856,Impresora Modelo 193,838.9,41,si,2025-04-13
11857,Smartwatch Modelo 814,387.68,36,si,2025-03-31
11858,Consola de Juegos Modelo 233,735.03,15,si,2025-04-23
11859,Cooler Modelo 262,1127.04,5,si,2025-02-18
11860,Smartphone Modelo 120,943.2,48,si,2025-06-20
11861,Memoria RAM Modelo 774,391.36,2,si,2025-05-21
11862,Case Modelo 515,1597.13,2,si,2025-02-02
11863,Memoria RAM Modelo 433,282.51,8,si,2025-07-07
11864,SSD Externo Modelo 296,63.39,22,si,2025-05-16
11865,Camara IP Modelo 580,1462.94,23,si,2025-04-07
11866,Adaptador Bluetooth Modelo 519,871.54,35,si,2025-03-15
11867,Case Modelo 947,383.33,0,no,2025-02-01
11868,Router Modelo 488,1904.72,46,si,2025-05-11
11869,Router Modelo 927,36.7,20,si,2025-06-09
11870,Escaner Modelo 536,1624.61,29,si,2025-04-16
11871,Adaptador Bluetooth Modelo 490,1397.8,28,si,2025-02-17
11872,Tablet Modelo 630,981.43,49,si,2025-03-20
11873,Smartphone Modelo 727,589.42,26,si,2025-01-30
11874,Adaptador Bluetooth Modelo 397,545.73,25,si,2025-03-06
11875,Hub USB Modelo 534,1396.65,9,si,2025-07-24
11876,Impresora Modelo 114,501.95,15,si,2025-05-23
11877,Cooler Modelo 635,1964.08,43,si,2025-03-17
11878,Smartphone Modelo 652,443.26,15,si,2025-05-17
11879,Camara IP Modelo 521,551.27,4,si,2025-01-27
11880,Cable HDMI Modelo 433,296.01,40,si,2025-04-05
11881,Camara IP Modelo 564,1521.18,46,si,2025-07-20
11882,Mouse Modelo 924,151.9,10,si,2025-04-18
11883,Parlantes Modelo 517,1536.96,33,si,2025-06-12
11884,Case Modelo 371,1512.3,20,si,2025-03-20
11885,Proyector Modelo 594,939.32,25,si,2025-05-08
11886,Tablet Modelo 910,611.09,25,si,2025-07-05
11887,Escaner Modelo 918,1850.0,37,si,2025-07-15
11888,Hub USB Modelo 896,620.93,13,si,2025-02-07
11889,Tarjeta Madre Modelo 485,444.33,15,si,2025-02-22
11890,Cable HDMI Modelo 420,308.33,12,si,2025-06-28
11891,Disco Duro Modelo 400,970.06,9,si,2025-04-15
11892,Fuente de Poder Modelo 718,105.19,24,si,2025-04-21
11893,Smartwatch Modelo 845,1975.57,38,si,2025-05-25
11894,Smartwatch Modelo 511,313.89,15,si,2025-04-03
11895,Disco Duro Modelo 525,1558.33,15,si,2025-03-15
11896,Microfono Modelo 225,1341.77,11,si,2025-05-08
11897,Tarjeta de Video Modelo 344,87.22,3,si,2025-07-16
11898,Parlantes Modelo 775,1091.45,18,si,2025-03-16
11899,Cable HDMI Modelo 547,1735.66,21,si,2025-04-28
11900,Cooler Modelo 129,351.18,46,si,2025-05-07
11901,Smartwatch Modelo 994,1097.33,17,si,2025-01-25
11902,Memoria RAM Modelo 395,832.26,5,si,2025-06-22
11903,Cooler Modelo 792,120.09,36,si,2025-06-22
11904,Consola de Juegos Modelo 334,1748.72,12,si,2025-03-28
11905,Tarjeta de Video Modelo 366,1396.54,33,si,2025-04-28
11906,Cable HDMI Modelo 941,176.79,47,si,2025-06-27
11907,Adaptador Bluetooth Modelo 264,701.64,23,si,2025-07-14
11908,Monitor Modelo 643,1530.68,11,si,2025-07-24
11909,SSD Externo Modelo 334,551.42,34,si,2025-03-09
11910,Tarjeta de Video Modelo 569,587.58,15,si,2025-07-15
11911,Disco Duro Modelo 170,1467.36,14,si,2025-06-23
11912,Tarjeta de Video Modelo 224,1739.53,45,si,2025-06-01
11913,Cable HDMI Modelo 146,784.31,24,si,2025-03-20
11914,Adaptador Bluetooth Modelo 764,1456.18,30,si,2025-04-26
11915,Teclado Modelo 856,516.2,31,si,2025-01-28
11916,Impresora Modelo 954,315.56,43,si,2025-01-30
11917,Tarjeta Madre Modelo 836,942.0,14,si,2025-04-16
11918,Smartphone Modelo 603,1523.01,40,si,2025-05-03
11919,Disco Duro Modelo 191,564.42,42,si,2025-02-07
11920,Case Modelo 683,1626.68,19,si,2025-03-13
11921,Fuente de Poder Modelo 321,891.1,24,si,2025-07-20
11922,Adaptador Bluetooth Modelo 657,1314.15,26,si,2025-04-11
11923,Webcam Modelo 871,54.49,19,si,2025-03-22
11924,Microfono Modelo 170,33.18,8,si,2025-05-30
11925,Procesador Modelo 159,1744.72,28,si,2025-05-01
11926,Smartwatch Modelo 505,1104.72,21,si,2025-06-24
11927,Tarjeta de Video Modelo 492,1523.99,8,si,2025-02-09
11928,Case Modelo 105,1893.67,20,si,2025-05-09
11929,Router Modelo 110,1512.69,42,si,2025-06-16
11930,Consola de Juegos Modelo 418,1595.36,44,si,2025-04-11
11931,Monitor Modelo 785,1403.76,32,si,2025-02-01
11932,Impresora Modelo 584,585.62,18,si,2025-06-11
11933,Tarjeta Madre Modelo 518,1435.03,46,si,2025-03-24
11934,Router Modelo 455,1012.31,41,si,2025-03-15
11935,Webcam Modelo 197,1608.41,27,si,2025-04-30
11936,Hub USB Modelo 557,506.08,28,si,2025-07-02
11937,Memoria RAM Modelo 645,1871.75,38,si,2025-02-20
11938,Procesador Modelo 300,1383.33,37,si,2025-05-27
11939,Teclado Modelo 939,746.68,43,si,2025-02-07
11940,Tarjeta Madre Modelo 529,884.0,47,si,2025-03-14
11941,Auriculares Modelo 545,584.21,31,si,2025-06-05
11942,Proyector Modelo 311,964.59,49,si,2025-05-25
11943,Microfono Modelo 913,839.44,43,si,2025-03-05
11944,Router Modelo 697,406.87,13,si,2025-06-12
11945,Cable HDMI Modelo 879,1946.63,29,si,2025-03-28
11946,Tarjeta de Video Modelo 143,477.23,16,si,2025-03-24
11947,Auriculares Modelo 334,1437.72,28,si,2025-03-03
11948,Memoria RAM Modelo 313,1060.32,30,si,2025-04-03
11949,Webcam Modelo 778,605.99,36,si,2025-03-01
11950,SSD Externo Modelo 544,712.17,2,si,2025-04-27
11951,Procesador Modelo 945,1614.0,12,si,2025-02-22
11952,Cable HDMI Modelo 140,1197.99,23,si,2025-03-11
11953,Tarjeta de Video Modelo 695,1386.35,29,si,2025-02-23
11954,Memoria RAM Modelo 604,504.91,36,si,2025-07-19
11955,Joystick Modelo 210,149.64,15,si,2025-03-18
11956,Impresora Modelo 128,564.87,28,si,2025-03-27
11957,Smartphone Modelo 616,1568.22,21,si,2025-01-25
11958,Router Modelo 956,916.44,48,si,2025-06-06
11959,Hub USB Modelo 214,1306.82,0,no,2025-03-28
11960,Teclado Modelo 849,576.0,29,si,2025-03-26
11961,Cooler Modelo 304,1204.3,9,si,2025-02-02
11962,Smartphone Modelo 729,539.27,1,si,2025-04-18
11963,Tarjeta de Video Modelo 295,1689.66,27,si,2025-03-02
11964,Smartwatch Modelo 403,205.27,0,no,2025-04-12
11965,Escaner Modelo 937,191.13,22,si,2025-02-16
11966,Camara IP Modelo 164,889.27,25,si,2025-06-09
11967,Webcam Modelo 722,911.82,7,si,2025-07-13
11968,Case Modelo 454,1108.78,31,si,2025-07-24
11969,Tarjeta Madre Modelo 675,1197.59,27,si,2025-05-09
11970,Memoria RAM Modelo 339,1856.88,38,si,2025-07-22
11971,Proyector Modelo 152,1113.54,38,si,2025-06-10
11972,Teclado Modelo 848,992.39,36,si,2025-06-10
11973,Adaptador Bluetooth Modelo 207,1961.76,18,si,2025-05-07
11974,Teclado Modelo 474,1762.93,16,si,2025-05-21
11975,Consola de Juegos Modelo 558,1722.87,34,si,2025-07-20
11976,Adaptador Bluetooth Modelo 414,13.27,50,si,2025-02-02
11977,Laptop Modelo 871,567.4,12,si,2025-04-30
11978,Smartphone Modelo 133,1521.98,38,si,2025-02-20
11979,Memoria RAM Modelo 446,899.03,11,si,2025-07-13
11980,Consola de Juegos Modelo 650,552.43,34,si,2025-03-29
11981,Teclado Modelo 158,442.2,4,si,2025-04-25
11982,Proyector Modelo 625,666.32,4,si,2025-03-21
11983,Hub USB Modelo 915,1627.43,31,si,2025-02-14
11984,Auriculares Modelo 346,855.58,20,si,2025-06-14
11985,Tablet Modelo 987,474.1,28,si,2025-01-26
11986,Monitor Modelo 271,125.7,22,si,2025-04-06
11987,Camara IP Modelo 176,1885.32,14,si,2025-03-18
11988,Impresora Modelo 845,1586.22,40,si,2025-06-05
11989,Impresora Modelo 574,1808.4,16,si,2025-03-11
11990,Case Modelo 575,550.6,46,si,2025-07-13
11991,Proyector Modelo 931,776.93,41,si,2025-03-14
11992,Procesador Modelo 865,58.49,39,si,2025-07-23
11993,Camara IP Modelo 651,1122.63,41,si,2025-06-09
11994,Auriculares Modelo 762,1798.34,42,si,2025-02-18
11995,Cable HDMI Modelo 737,218.65,25,si,2025-05-08
11996,Smartwatch Modelo 866,1078.9,2,si,2025-05-30
11997,Disco Duro Modelo 992,83.61,21,si,2025-04-30
11998,Cable HDMI Modelo 189,1431.26,41,si,2025-07-16
11999,Impresora Modelo 743,1083.29,29,si,2025-03-22
12000,Disco Duro Modelo 158,1389.92,38,si,2025-06-10
12001,Smartwatch Modelo 194,1061.38,40,si,2025-06-07
12002,Laptop Modelo 143,29.43,31,si,2025-04-16
12003,Smartphone Modelo 930,68.28,36,si,2025-06-28
12004,Cable HDMI Modelo 337,1803.08,33,si,2025-07-15
12005,Adaptador Bluetooth Modelo 722,306.94,45,si,2025-02-04
12006,Laptop Modelo 585,200.97,6,si,2025-02-19
12007,Smartphone Modelo 160,1534.05,5,si,2025-01-31
12008,Webcam Modelo 296,283.95,11,si,2025-04-24
12009,Mouse Modelo 950,1936.88,24,si,2025-01-29
12010,Joystick Modelo 936,170.88,32,si,2025-03-02
12011,Laptop Modelo 526,1272.76,2,si,2025-04-27
12012,Smartphone Modelo 752,1228.82,4,si,2025-04-15
12013,Parlantes Modelo 570,959.06,14,si,2025-04-12
12014,Tarjeta de Video Modelo 287,605.17,15,si,2025-04-24
12015,Router Modelo 620,187.41,37,si,2025-04-12
12016,Procesador Modelo 167,1935.18,41,si,2025-04-12
12017,Mouse Modelo 884,1968.54,3,si,2025-04-06
12018,Escaner Modelo 772,663.1,44,si,2025-03-06
12019,Camara IP Modelo 938,1361.68,0,no,2025-02-10
12020,Auriculares Modelo 732,1769.91,10,si,2025-04-09
12021,Smartphone Modelo 501,1326.35,44,si,2025-02-20
12022,Laptop Modelo 297,482.08,48,si,2025-02-04
12023,Mouse Modelo 853,1812.26,2,si,2025-03-15
12024,SSD Externo Modelo 463,1438.78,48,si,2025-06-03
12025,Tablet Modelo 405,670.09,27,si,2025-03-12
12026,Cooler Modelo 488,138.02,48,si,2025-03-30
12027,Tablet Modelo 453,1963.83,28,si,2025-05-01
12028,SSD Externo Modelo 973,1283.38,18,si,2025-05-05
12029,Proyector Modelo 339,427.12,12,si,2025-04-12
12030,Smartwatch Modelo 228,936.85,6,si,2025-03-05
12031,Router Modelo 310,615.01,35,si,2025-05-30
12032,Parlantes Modelo 340,1281.89,43,si,2025-01-27
12033,Joystick Modelo 662,1932.14,23,si,2025-07-01
12034,Joystick Modelo 229,1173.91,25,si,2025-03-16
12035,Tarjeta de Video Modelo 943,70.65,6,si,2025-07-13
12036,Monitor Modelo 430,1081.53,24,si,2025-03-11
12037,Teclado Modelo 118,1348.72,45,si,2025-04-06
12038,Smartphone Modelo 136,1532.8,10,si,2025-07-02
12039,Joystick Modelo 478,100.44,34,si,2025-07-13
12040,Cable HDMI Modelo 491,1254.21,3,si,2025-01-26
12041,Disco Duro Modelo 218,922.69,20,si,2025-06-10
12042,Smartwatch Modelo 309,1321.64,23,si,2025-04-24
12043,Procesador Modelo 183,583.11,42,si,2025-03-25
12044,Microfono Modelo 289,724.7,21,si,2025-06-14
12045,Memoria RAM Modelo 233,1348.17,19,si,2025-02-08
12046,Webcam Modelo 290,46.94,21,si,2025-03-31
12047,Fuente de Poder Modelo 865,266.75,15,si,2025-06-03
12048,Auriculares Modelo 628,918.54,4,si,2025-04-07
12049,Consola de Juegos Modelo 403,1705.0,49,si,2025-05-01
12050,Proyector Modelo 711,1917.06,45,si,2025-01-27
12051,Tarjeta de Video Modelo 734,1972.26,8,si,2025-07-24
12052,Router Modelo 638,1775.13,35,si,2025-05-07
12053,Memoria RAM Modelo 630,931.88,19,si,2025-07-24
12054,Consola de Juegos Modelo 791,1540.0,2,si,2025-03-14
12055,Cable HDMI Modelo 702,132.32,40,si,2025-02-10
12056,Mouse Modelo 605,28.89,47,si,2025-05-23
12057,Tarjeta de Video Modelo 881,1414.13,15,si,2025-06-17
12058,Cable HDMI Modelo 569,1685.46,21,si,2025-06-12
12059,Router Modelo 510,1216.21,10,si,2025-03-14
12060,Impresora Modelo 201,1257.88,21,si,2025-05-04
12061,Tablet Modelo 167,1440.35,31,si,2025-02-14
12062,SSD Externo Modelo 344,513.78,38,si,2025-03-17
12063,SSD Externo Modelo 123,1009.52,9,si,2025-05-19
12064,Tablet Modelo 666,307.98,42,si,2025-02-02
12065,Fuente de Poder Modelo 829,944.07,23,si,2025-02-26
12066,Memoria RAM Modelo 137,1925.46,2,si,2025-05-17
12067,Microfono Modelo 682,1590.92,2,si,2025-07-11
12068,Joystick Modelo 248,1117.76,45,si,2025-06-25
12069,Hub USB Modelo 773,1781.21,19,si,2025-05-23
12070,Impresora Modelo 249,427.87,30,si,2025-04-18
12071,SSD Externo Modelo 750,795.68,26,si,2025-02-08
12072,Impresora Modelo 783,1150.59,42,si,2025-01-30
12073,Tablet Modelo 997,778.51,36,si,2025-02-08
12074,Tarjeta Madre Modelo 960,1613.83,47,si,2025-03-04
12075,Parlantes Modelo 434,738.83,18,si,2025-04-15
12076,Camara IP Modelo 771,1408.72,10,si,2025-05-14
12077,Disco Duro Modelo 503,736.25,30,si,2025-02-03
12078,Hub USB Modelo 680,1436.18,14,si,2025-05-18
12079,Tarjeta Madre Modelo 592,1200.5,23,si,2025-07-13
12080,Memoria RAM Modelo 136,563.68,41,si,2025-06-15
12081,Joystick Modelo 559,833.88,19,si,2025-05-13
12082,Cooler Modelo 410,1908.08,45,si,2025-05-03
12083,Laptop Modelo 647,1094.58,33,si,2025-04-11
12084,Tablet Modelo 790,1495.98,22,si,2025-06-05
12085,Escaner Modelo 243,758.29,4,si,2025-04-04
12086,Auriculares Modelo 277,860.98,36,si,2025-03-21
12087,Case Modelo 947,746.28,42,si,2025-03-08
12088,Case Modelo 934,109.52,20,si,2025-07-08
12089,Consola de Juegos Modelo 763,273.78,42,si,2025-04-22
12090,Hub USB Modelo 680,630.85,8,si,2025-06-14
12091,Tarjeta de Video Modelo 466,361.62,50,si,2025-02-19
12092,Tarjeta Madre Modelo 485,1313.96,43,si,2025-05-31
12093,Cooler Modelo 964,1808.48,33,si,2025-04-17
12094,Case Modelo 540,388.89,15,si,2025-05-09
12095,Smartwatch Modelo 283,1803.74,17,si,2025-04-15
12096,Fuente de Poder Modelo 845,1166.46,25,si,2025-05-22
12097,Procesador Modelo 149,1901.05,22,si,2025-07-22
12098,Cable HDMI Modelo 116,594.67,9,si,2025-05-13
12099,Router Modelo 383,1276.23,23,si,2025-03-02
12100,SSD Externo Modelo 794,902.9,28,si,2025-06-16
12101,Disco Duro Modelo 544,853.59,16,si,2025-01-31
12102,Memoria RAM Modelo 358,1241.67,42,si,2025-07-17
12103,Procesador Modelo 132,69.3,25,si,2025-04-30
12104,Escaner Modelo 251,1730.94,14,si,2025-04-19
12105,Cable HDMI Modelo 180,1581.49,25,si,2025-03-20
12106,Auriculares Modelo 205,1953.51,39,si,2025-07-01
12107,Case Modelo 127,1523.31,30,si,2025-07-20
12108,Consola de Juegos Modelo 644,1972.97,12,si,2025-06-02
12109,Cable HDMI Modelo 139,1541.69,29,si,2025-06-07
12110,Cooler Modelo 875,1146.23,27,si,2025-02-11
12111,Tablet Modelo 311,1632.46,19,si,2025-05-12
12112,Cable HDMI Modelo 388,1867.74,44,si,2025-02-22
12113,Router Modelo 330,118.26,7,si,2025-06-11
12114,Auriculares Modelo 609,991.83,14,si,2025-06-04
12115,Consola de Juegos Modelo 674,1179.2,33,si,2025-06-24
12116,Microfono Modelo 204,1366.41,13,si,2025-03-12
12117,Tarjeta de Video Modelo 389,1941.19,21,si,2025-05-06
12118,Tarjeta Madre Modelo 820,1377.33,3,si,2025-06-27
12119,Camara IP Modelo 133,664.79,13,si,2025-03-31
12120,Tarjeta Madre Modelo 427,578.08,13,si,2025-07-14
12121,Fuente de Poder Modelo 132,512.67,44,si,2025-05-29
12122,Teclado Modelo 857,1950.86,3,si,2025-02-13
12123,Router Modelo 896,1084.13,28,si,2025-05-28
12124,Tablet Modelo 447,227.09,13,si,2025-05-15
12125,Fuente de Poder Modelo 731,476.83,5,si,2025-03-23
12126,Mouse Modelo 519,1837.89,18,si,2025-02-23
12127,Adaptador Bluetooth Modelo 958,1175.28,32,si,2025-06-27
12128,Disco Duro Modelo 605,349.75,28,si,2025-05-11
12129,Escaner Modelo 583,507.63,10,si,2025-07-19
12130,Camara IP Modelo 552,1905.34,18,si,2025-04-13
12131,Fuente de Poder Modelo 232,1298.21,13,si,2025-06-24
12132,Impresora Modelo 481,199.78,40,si,2025-04-22
12133,Disco Duro Modelo 725,566.15,6,si,2025-03-19
12134,Fuente de Poder Modelo 495,583.07,10,si,2025-03-04
12135,SSD Externo Modelo 568,1194.0,18,si,2025-02-13
12136,Camara IP Modelo 951,1012.45,34,si,2025-05-26
12137,Tarjeta de Video Modelo 412,1891.85,28,si,2025-02-24
12138,Hub USB Modelo 357,533.1,21,si,2025-03-09
12139,Case Modelo 964,1087.28,25,si,2025-03-18
12140,Microfono Modelo 844,1950.5,41,si,2025-04-17
12141,Smartwatch Modelo 519,319.09,32,si,2025-05-28
12142,Consola de Juegos Modelo 237,142.3,15,si,2025-03-13
12143,Monitor Modelo 192,670.44,30,si,2025-02-26
12144,Hub USB Modelo 309,73.67,46,si,2025-06-16
12145,Auriculares Modelo 384,1768.32,43,si,2025-04-07
12146,Impresora Modelo 716,1116.39,0,no,2025-06-01
12147,Memoria RAM Modelo 275,1619.85,5,si,2025-07-08
12148,Smartphone Modelo 740,64.75,45,si,2025-07-14
12149,Tablet Modelo 614,398.93,24,si,2025-01-30
12150,Smartwatch Modelo 403,393.48,3,si,2025-02-21
12151,Microfono Modelo 321,780.81,32,si,2025-05-09
12152,Consola de Juegos Modelo 480,1986.16,30,si,2025-06-01
12153,Adaptador Bluetooth Modelo 646,1751.67,42,si,2025-05-06
12154,Procesador Modelo 632,994.38,26,si,2025-01-25
12155,Smartwatch Modelo 868,1462.79,13,si,2025-06-03
12156,Router Modelo 597,1439.71,39,si,2025-06-11
12157,Smartwatch Modelo 783,37.77,1,si,2025-03-28
12158,Consola de Juegos Modelo 288,430.37,0,no,2025-06-22
12159,Memoria RAM Modelo 767,36.13,24,si,2025-04-16
12160,Hub USB Modelo 229,537.01,34,si,2025-05-01
12161,Mouse Modelo 147,782.69,48,si,2025-06-10
12162,Auriculares Modelo 518,1171.74,6,si,2025-05-31
12163,Camara IP Modelo 201,1301.83,11,si,2025-03-18
12164,Disco Duro Modelo 913,1344.86,46,si,2025-06-20
12165,Joystick Modelo 507,1809.45,19,si,2025-05-24
12166,Tarjeta de Video Modelo 883,353.6,16,si,2025-05-23
12167,Disco Duro Modelo 265,726.59,22,si,2025-03-27
12168,Smartphone Modelo 337,504.71,10,si,2025-04-27
12169,Disco Duro Modelo 667,746.57,32,si,2025-07-05
12170,Fuente de Poder Modelo 517,533.85,40,si,2025-06-15
12171,Tablet Modelo 287,172.76,47,si,2025-03-08
12172,Memoria RAM Modelo 704,1262.55,26,si,2025-03-30
12173,Impresora Modelo 171,1592.67,14,si,2025-04-28
12174,Escaner Modelo 188,269.38,0,no,2025-04-16
12175,Webcam Modelo 216,1914.3,2,si,2025-07-20
12176,Router Modelo 263,1823.32,0,no,2025-06-27
12177,Auriculares Modelo 891,467.72,29,si,2025-06-02
12178,Adaptador Bluetooth Modelo 298,1532.68,16,si,2025-02-06
12179,Parlantes Modelo 342,812.43,29,si,2025-06-07
12180,Hub USB Modelo 327,1783.51,19,si,2025-01-27
12181,Impresora Modelo 442,562.3,4,si,2025-03-19
12182,Webcam Modelo 938,1134.28,1,si,2025-07-19
12183,Memoria RAM Modelo 203,1526.29,5,si,2025-07-13
12184,Camara IP Modelo 472,1935.58,32,si,2025-03-17
12185,Auriculares Modelo 601,587.7,46,si,2025-07-04
12186,Proyector Modelo 998,1048.38,12,si,2025-06-17
12187,Impresora Modelo 160,1446.71,41,si,2025-06-20
12188,Router Modelo 943,1597.71,12,si,2025-07-05
12189,Fuente de Poder Modelo 379,1251.19,36,si,2025-04-04
12190,Microfono Modelo 306,1557.07,10,si,2025-02-06
12191,Laptop Modelo 429,856.39,23,si,2025-03-15
12192,Tarjeta de Video Modelo 784,1644.78,26,si,2025-02-21
12193,Escaner Modelo 641,1326.35,34,si,2025-06-27
12194,Mouse Modelo 210,1769.64,23,si,2025-06-08
12195,Smartwatch Modelo 994,357.96,16,si,2025-05-18
12196,Tablet Modelo 814,21.2,7,si,2025-04-24
12197,SSD Externo Modelo 432,1699.46,20,si,2025-04-12
12198,Webcam Modelo 215,893.97,8,si,2025-05-13
12199,Smartphone Modelo 949,696.0,28,si,2025-04-18
12200,Router Modelo 394,1216.13,7,si,2025-03-20
12201,Monitor Modelo 394,471.32,32,si,2025-04-21
12202,Impresora Modelo 677,1734.33,0,no,2025-06-16
12203,Tarjeta Madre Modelo 146,1620.33,38,si,2025-03-13
12204,SSD Externo Modelo 448,243.46,1,si,2025-04-10
12205,Tarjeta de Video Modelo 721,970.11,6,si,2025-04-12
12206,Memoria RAM Modelo 498,827.61,22,si,2025-07-12
12207,Tarjeta Madre Modelo 638,1022.2,7,si,2025-01-29
12208,Router Modelo 255,1647.12,23,si,2025-07-21
12209,Microfono Modelo 111,1240.24,36,si,2025-07-21
12210,Monitor Modelo 867,10.33,1,si,2025-03-09
12211,Laptop Modelo 742,831.99,23,si,2025-02-07
12212,Auriculares Modelo 675,668.81,41,si,2025-06-13
12213,Adaptador Bluetooth Modelo 122,722.29,30,si,2025-06-18
12214,Impresora Modelo 998,1289.91,9,si,2025-03-31
12215,Cooler Modelo 271,1139.86,43,si,2025-03-23
12216,Router Modelo 758,928.66,40,si,2025-04-22
12217,Procesador Modelo 332,1299.98,5,si,2025-06-13
12218,Camara IP Modelo 433,1997.77,38,si,2025-04-21
12219,Disco Duro Modelo 725,57.04,11,si,2025-03-18
12220,Webcam Modelo 279,1911.1,15,si,2025-02-01
12221,Monitor Modelo 431,1941.21,33,si,2025-04-06
12222,Proyector Modelo 421,1690.25,42,si,2025-07-21
12223,Procesador Modelo 568,343.67,50,si,2025-03-17
12224,Smartwatch Modelo 113,1919.13,16,si,2025-06-05
12225,SSD Externo Modelo 425,662.7,42,si,2025-01-30
12226,Webcam Modelo 574,1569.77,10,si,2025-07-15
12227,Tablet Modelo 391,1585.2,11,si,2025-03-21
12228,Procesador Modelo 292,26.23,8,si,2025-05-29
12229,Memoria RAM Modelo 313,1559.48,7,si,2025-07-08
12230,Tarjeta Madre Modelo 572,1046.99,14,si,2025-04-03
12231,Cable HDMI Modelo 755,180.32,3,si,2025-05-22
12232,Teclado Modelo 886,729.87,9,si,2025-05-03
12233,Case Modelo 816,486.9,9,si,2025-06-25
12234,Joystick Modelo 278,197.38,43,si,2025-06-04
12235,Disco Duro Modelo 984,644.79,32,si,2025-06-12
12236,Hub USB Modelo 118,746.5,46,si,2025-06-27
12237,Camara IP Modelo 371,1827.58,6,si,2025-04-16
12238,Case Modelo 416,1099.0,37,si,2025-05-16
12239,Laptop Modelo 596,1693.24,40,si,2025-07-19
12240,Proyector Modelo 214,119.01,27,si,2025-04-03
12241,Proyector Modelo 760,928.7,0,no,2025-06-10
12242,Proyector Modelo 222,171.86,48,si,2025-03-29
12243,Tablet Modelo 240,299.11,37,si,2025-05-12
12244,Hub USB Modelo 888,1345.82,5,si,2025-01-29
12245,Cable HDMI Modelo 418,994.2,36,si,2025-06-24
12246,Router Modelo 561,74.13,24,si,2025-05-27
12247,Mouse Modelo 168,1550.5,44,si,2025-04-17
12248,SSD Externo Modelo 125,211.08,35,si,2025-02-21
12249,Case Modelo 378,1821.22,25,si,2025-04-18
12250,Smartwatch Modelo 668,208.03,39,si,2025-03-30
12251,Impresora Modelo 876,1970.39,46,si,2025-05-28
12252,Tablet Modelo 359,288.98,2,si,2025-05-02
12253,Fuente de Poder Modelo 161,1071.23,0,no,2025-05-29
12254,Mouse Modelo 675,681.65,42,si,2025-04-24
12255,Joystick Modelo 868,230.09,3,si,2025-02-26
12256,Tarjeta de Video Modelo 692,228.49,43,si,2025-06-03
12257,Adaptador Bluetooth Modelo 427,766.2,15,si,2025-05-03
12258,Parlantes Modelo 578,1387.16,21,si,2025-06-01
12259,Tarjeta Madre Modelo 245,74.2,10,si,2025-07-04
12260,Proyector Modelo 785,614.11,39,si,2025-06-19
12261,Fuente de Poder Modelo 208,588.42,29,si,2025-04-05
